特殊・マス	意志推量形	しょう	ショウ	ショー
特殊・マス	意志推量-短形	しょ	ショ	ショ
特殊・マス	連用形	し	シ	シ
特殊・マス	仮定形	すれ	スレ	スレ
特殊・マス	命令ｅ	せ	セ	セ
特殊・マス	命令ｉ	し	シ	シ
特殊・ヌ	基本形	ぬ	ヌ	ヌ
特殊・ヌ	文語基本形	ず	ズ	ズ
特殊・ヌ	連用形	ざり	ザリ	ザリ
特殊・ヌ	連用ニ接続	ず	ズ	ズ
特殊・ヌ	体言接続	ざる	ザル	ザル
特殊・ヌ	仮定形１	ね	ネ	ネ
特殊・ヌ	仮定形２	ざれ	ザレ	ザレ
特殊・ヌ	仮定形３	ずん	ズン	ズン
特殊・ヌ	仮定縮約	にゃ	ニャ	ニャ
特殊・ヌ	仮定縮約-長音	にゃあ	ニャア	ニャー
文語・ベシ	基本形	し	シ	シ
文語・ベシ	未然形	から	カラ	カラ
文語・ベシ	連用形	く	ク	ク
文語・ベシ	体言接続	き	キ	キ
文語・ベシ	仮定形	けれ	ケレ	ケレ
文語・ゴトシ	基本形	し	シ	シ
文語・ゴトシ	連用形	く	ク	ク
文語・ゴトシ	体言接続	き	キ	キ
文語・ナリ	基本形	り	リ	リ
文語・ナリ	未然形	ら	ラ	ラ
文語・ナリ	体言接続	る	ル	ル
文語・ナリ	仮定形	れ	レ	レ
文語・ナリ	命令ｅ	れ	レ	レ
文語・マジ	基本形	*	*	*
文語・マジ	連用形	く	ク	ク
文語・マジ	体言接続	き	キ	キ
文語・マジ	仮定形	けれ	ケレ	ケレ
文語・シム	基本形	む	ム	ム
文語・シム	未然形	め	メ	メ
文語・シム	連用形	め	メ	メ
文語・シム	体言接続	むる	ムル	ムル
