文語・シム	仮定形	むれ	ムレ	ムレ
文語・シム	命令ｅ	むれ	ムレ	ムレ
文語・シム	命令ｙｏ	めよ	メヨ	メヨ
文語・キ	基本形	き	キ	キ
文語・キ	体言接続	し	シ	シ
文語・キ	命令ｅ	しか	シカ	シカ
文語・ケリ	基本形	り	リ	リ
文語・ケリ	体言接続	る	ル	ル
文語・リ	基本形	り	リ	リ
文語・リ	体言接続	る	ル	ル
文語・ル	基本形	る	ル	ル
文語・ル	未然形	れ	レ	レ
文語・ル	連用形	れ	レ	レ
文語・ル	体言接続	るる	ルル	ルル
文語・ル	仮定形	るれ	ルレ	ルレ
文語・ル	命令ｅ	るれ	ルレ	ルレ
文語・ル	命令ｙｏ	れよ	レヨ	レヨ
不変化型	基本形	*	*	*
形容詞・イイ	基本形	い	イ	イ
形容詞・イイ	基本形-促音便	いっ	イッ	イッ
特殊・ドス	基本形	す	ス	ス
一段・得ル	基本形	る	ル	ル
一段・得ル	仮定形	れ	レ	レ
特殊・ヤ	基本形	*	*	*
特殊・ヤ	意志推量形	ろう	ロウ	ロー
特殊・ヤ	意志推量-短形	ろ	ロ	ロ
特殊・ヤ	連用形	っ	ッ	ッ
特殊・イラス	基本形	す	ス	ス
特殊・イラス	連用形	し	シ	シ
